Source,Hw,Lw,tw,tf,bf,fc',fyh,fyv,fyb,rho_h,rho_v,rho_b,P,Vn
Barda (1972),876,1905,102,102,610,28.89,495,0,527,0.005,0,0.041,0,699
Barda (1972),876,1905,102,102,610,21.24,496,496,529,0.005,0.003,0.041,0,876
Barda (1972),401,1905,102,102,610,25.72,501,531,539,0.005,0.005,0.041,0,1140
Shiga et al. (1973),599,1120,50,120,150,18.44,294,294,383,0.003,0.003,0.042,0,173
Shiga et al. (1973),599,1120,50,120,150,18.44,294,294,383,0.003,0.003,0.042,0,184
Shiga et al. (1973),599,1120,50,120,150,16.09,294,294,383,0.003,0.003,0.042,0,210
Shiga et al. (1973),599,1120,50,120,150,14.81,294,294,383,0.003,0.003,0.042,226,335
Shiga et al. (1973),599,1120,50,120,150,14.81,294,294,383,0.005,0.005,0.042,0,235
Shiga et al. (1973),599,1120,50,120,150,15.3,294,294,383,0.005,0.005,0.042,225,304
Hirosawa (1975),599,1120,50,120,150,15.3,294,294,383,0.005,0.005,0.042,452,282
Hirosawa (1975),1199,2720,80,320,320,19.71,353,353,363,0.008,0.007,0.017,0,931
Hirosawa (1975),1199,2720,80,320,320,25.89,353,353,363,0.008,0.007,0.017,0,1030
Hirosawa (1975),1199,2720,160,320,320,29.42,339,339,363,0.006,0.006,0.017,0,1554
Hirosawa (1975),1199,2720,80,320,320,23.83,353,353,272,0.008,0.007,0.065,0,1495
Hirosawa (1975),1199,2720,160,320,320,29.23,339,339,272,0.006,0.006,0.065,0,2310
Hirosawa (1975),1750,2250,80,250,250,25.99,624,624,359,0.005,0.005,0.008,375,654
Hirosawa (1975),1750,2250,80,250,250,24.61,624,624,359,0.001,0.002,0.008,375,522
Hirosawa (1975),1750,2250,50,250,250,24.61,624,624,359,0.002,0.003,0.008,375,467
Hirosawa (1975),749,2250,50,250,250,25.99,624,624,359,0.008,0.008,0.008,375,783
Hirosawa (1975),1700,1700,160,160,170,23.2,487,483,487,0.013,0.007,0.021,544,725
Hirosawa (1975),1700,1700,160,160,170,23.2,487,483,487,0.013,0.007,0.021,544,735
Hirosawa (1975),1700,1700,160,160,170,21,487,436,436,0.011,0.007,0.021,544,650
Hirosawa (1975),1700,1700,160,160,170,21,487,436,436,0.011,0.007,0.021,544,670
Hirosawa (1975),1700,1700,100,100,170,24.1,487,413,487,0.008,0.019,0.008,437,465
Hirosawa (1975),1700,1700,100,100,170,24.1,487,413,487,0.008,0.019,0.008,437,440
Hirosawa (1975),1700,1700,100,350,100,22.1,487,435,487,0.008,0.011,0.019,437,600
Hirosawa (1975),1700,1700,100,350,100,22.1,487,435,487,0.008,0.011,0.019,437,615
Hirosawa (1975),700,600,30,100,100,26.3,293,293,294,0.002,0.002,0.025,0,54
Hirosawa (1975),700,600,30,100,100,25.7,293,293,294,0.002,0.002,0.025,32,73
Hirosawa (1975),700,600,30,100,100,26,293,293,294,0.002,0.002,0.025,64,82
Hirosawa (1975),700,600,30,100,100,25.7,293,293,294,0.002,0.002,0.025,128,92
Hirosawa (1975),700,600,30,100,100,18.6,262,262,294,0.002,0.002,0.025,0,38
Hirosawa (1975),700,600,30,100,100,18.6,262,262,294,0.002,0.002,0.025,0,36
Hirosawa (1975),700,600,30,100,100,30.5,293,293,294,0.002,0.002,0.025,64,60
Hirosawa (1975),700,600,30,100,100,29.6,293,293,294,0.002,0.002,0.025,128,84
Hirosawa (1975),1700,1700,160,160,170,18.3,415,407,415,0.011,0.005,0.057,544,930
Hirosawa (1975),1700,1700,160,160,170,20.8,420,407,420,0.006,0.005,0.025,544,700
Hirosawa (1975),1700,1700,160,160,170,13.7,420,407,420,0.006,0.005,0.025,544,630
Hirosawa (1975),150,430,30,30,150,22.4,382,382,382,0.004,0.004,0.007,0,21
Hirosawa (1975),150,430,30,30,150,16.9,382,382,382,0.004,0.004,0.007,0,18
Hirosawa (1975),150,430,30,30,150,16.9,333,333,382,0.004,0.004,0.007,0,20
Hirosawa (1975),150,430,30,30,150,16.9,382,382,382,0.004,0.004,0.007,0,23
Hirosawa (1975),150,430,30,30,150,16.1,382,382,382,0.004,0.004,0.007,0,19
Hirosawa (1975),150,430,30,30,150,16.1,382,382,382,0.004,0.004,0.007,0,21
Hirosawa (1975),150,430,25,30,145,26.5,402,402,402,0.005,0.004,0.007,0,29
Hirosawa (1975),150,430,23,30,145,17.9,402,402,402,0.005,0.005,0.007,0,25
Hirosawa (1975),150,430,25,30,145,17.9,323,323,402,0.005,0.004,0.007,0,27
Hirosawa (1975),150,430,20,30,145,15.4,323,323,402,0.006,0.006,0.007,0,27
Hirosawa (1975),150,430,23,30,145,19.9,323,323,402,0.007,0.007,0.007,0,30
Hirosawa (1975),400,430,23,30,145,14.2,407,407,407,0,0,0.015,0,19
Hirosawa (1975),400,430,27,30,145,14.2,402,402,407,0.004,0.004,0.015,0,25
Hirosawa (1975),400,430,24,30,145,14.2,323,323,407,0.004,0.005,0.015,0,24
Hirosawa (1975),400,430,22,30,145,16.2,323,323,407,0.005,0.005,0.015,0,20
Hirosawa (1975),400,430,16,30,145,13.8,323,323,407,0.007,0.007,0.015,0,20
Hirosawa (1975),400,430,22,30,145,17.9,323,323,407,0.007,0.007,0.015,0,25
Hirosawa (1975),400,430,22,30,145,16.8,323,323,407,0.007,0.007,0.015,0,26
Hirosawa (1975),330,430,24,30,145,23.9,323,323,407,0.005,0.005,0.015,0,27
Hirosawa (1975),330,430,23,30,145,16.2,323,323,407,0.005,0.005,0.015,0,27
Hirosawa (1975),330,430,23,30,145,15.7,323,323,407,0.005,0.005,0.015,0,26
Hirosawa (1975),330,430,21,30,145,16.4,323,323,407,0.005,0.005,0.015,0,25
Hirosawa (1975),230,420,20,60,60,13.7,343,343,343,0,0,0.018,0,37
Hirosawa (1975),230,420,20,60,60,13.7,323,323,343,0.005,0.005,0.018,0,50
Hirosawa (1975),230,420,20,60,60,19.1,334,334,334,0,0,0.032,0,38
Hirosawa (1975),230,420,20,60,60,18,334,334,334,0,0,0.032,0,38
Hirosawa (1975),230,420,20,60,60,19.1,323,323,334,0.005,0.005,0.032,0,44
Hirosawa (1975),230,420,20,60,60,18,323,323,334,0.005,0.005,0.032,0,49
Hirosawa (1975),230,420,20,60,60,16.7,294,294,294,0,0,0.046,0,36
Hirosawa (1975),230,420,20,60,60,15.2,294,294,294,0,0,0.046,0,35
Hirosawa (1975),230,420,20,60,60,15.2,294,294,294,0,0,0.046,0,33
Hirosawa (1975),230,420,20,60,60,29.4,372,372,294,0.003,0.003,0.031,0,46
Hirosawa (1975),150,430,30,150,30,22.4,382,382,382,0,0,0.007,0,25
Hirosawa (1975),150,430,24,145,30,18.6,323,323,402,0.007,0.007,0.007,0,28
Hirosawa (1975),960,1000,40,80,80,15.8,237,237,242,0.003,0.003,0.008,0,46
Hirosawa (1975),960,1000,40,80,80,15.8,237,237,242,0.005,0.005,0.008,0,52
Hirosawa (1975),960,1000,30,80,80,12.3,237,237,237,0.004,0.004,0.038,0,76
Hirosawa (1975),960,1000,30,80,80,12.3,237,237,237,0.006,0.006,0.038,0,72
Hirosawa (1975),800,900,100,100,100,30,224,224,224,0.001,0.001,0.05,0,254
Hirosawa (1975),800,900,100,100,100,28.6,224,224,224,0.001,0.001,0.05,0,204
Hirosawa (1975),800,900,70,100,100,29.4,280,224,224,0.005,0.001,0.05,0,294
Hirosawa (1975),800,900,70,100,100,29.3,280,224,224,0.005,0.001,0.05,0,282
Hirosawa (1975),800,900,40,100,100,29.1,280,224,224,0.01,0.002,0.05,0,231
Hirosawa (1975),800,900,40,100,100,28.6,280,224,224,0.01,0.002,0.05,0,210
Hirosawa (1975),800,900,40,100,100,29.2,224,280,224,0.002,0.01,0.05,0,210
Hirosawa (1975),800,900,40,100,100,28.6,224,280,224,0.002,0.01,0.05,0,207
Hirosawa (1975),1199,2301,75,250,250,32.95,335,335,467,0.002,0.002,0.026,0,931
Hirosawa (1975),1199,1549,80,250,250,17.36,485,485,467,0.002,0.002,0.026,0,608
Hirosawa (1975),1199,2301,78,250,250,23.24,335,335,467,0.002,0.002,0.026,0,966
Hirosawa (1975),1325,1550,80,250,250,17.3,485,485,485,0.002,0.002,0.026,0,620
Hirosawa (1975),1325,2300,78,250,250,23.2,335,335,335,0.002,0.002,0.026,0,985
Hirosawa (1975),1325,2300,75,250,250,32.9,335,335,335,0.002,0.002,0.026,0,950
Hirosawa (1975),1325,1855,80,80,155,17.3,485,485,485,0.002,0.002,0.032,0,350
Hirosawa (1975),1325,1855,80,80,155,17.3,485,485,485,0.002,0.002,0.005,0,135
Hirosawa (1975),1325,1855,80,250,250,17.3,485,485,485,0.002,0.002,0.026,0,480
Hirosawa (1975),1199,2301,74,250,250,24.12,549,549,419,0.002,0.002,0.025,0,834
Hirosawa (1975),1199,2301,83,250,250,25.2,461,461,419,0.001,0.001,0.025,0,804
Hirosawa (1975),1450,2300,74,250,250,24.1,549,549,545,0.002,0.002,0.025,0,850
Hirosawa (1975),1450,2300,83,250,250,25.2,461,461,545,0.001,0.001,0.025,0,820
Hirosawa (1975),900,507,67,107,120,30.2,296,296,296,0.019,0.02,0.04,0,103
Hirosawa (1975),900,507,67,107,120,31.4,296,296,296,0.019,0.02,0.083,0,165
Hirosawa (1975),900,507,67,107,120,29.9,296,296,296,0.026,0.025,0.04,0,111
Hirosawa (1975),900,507,67,107,120,32.1,296,296,296,0.026,0.025,0.083,0,178
Hirosawa (1975),860,1000,60,60,80,23.5,433,433,433,0.002,0.002,0.053,0,104
Hirosawa (1975),860,1000,60,60,80,23.5,433,433,433,0.008,0.007,0.059,0,150
Hirosawa (1975),860,1000,60,60,80,23.5,433,433,433,0.004,0.004,0.083,0,138
Hirosawa (1975),860,1000,60,60,80,23.5,433,433,433,0.008,0.007,0.089,0,162
Hirosawa (1975),860,1000,60,60,80,23.5,433,433,433,0.012,0.012,0.089,0,178
Hirosawa (1975),860,1200,60,60,120,24.5,433,433,433,0.002,0.002,0.035,0,163
Hirosawa (1975),860,1200,60,60,120,24.5,433,433,433,0.008,0.008,0.039,0,240
Hirosawa (1975),860,1200,60,60,120,24.5,433,433,433,0.004,0.004,0.055,0,224
Hirosawa (1975),860,1200,60,60,120,24.5,433,433,433,0.008,0.008,0.059,0,265
Hirosawa (1975),860,1200,60,60,120,24.5,433,433,433,0.012,0.012,0.059,0,280
Hirosawa (1975),860,1600,60,60,160,25.5,433,433,433,0.002,0.002,0.027,0,203
Hirosawa (1975),860,1600,60,60,160,25.5,433,433,433,0.008,0.008,0.029,0,328
Hirosawa (1975),860,1600,60,60,160,25.5,433,433,433,0.004,0.004,0.044,0,325
Hirosawa (1975),860,1600,60,60,160,25.5,433,433,433,0.008,0.008,0.044,0,390
Fukuzawa et al. (1988),860,1600,60,60,160,25.5,433,433,433,0.012,0.012,0.047,0,430
Fukuzawa et al. (1988),1049,2301,80,300,300,34.03,412,412,379,0.012,0.012,0.01,719,1658
Fukuzawa et al. (1988),1049,2301,80,300,300,29.52,412,412,379,0.006,0.006,0.01,709,1179
Fukuzawa et al. (1988),1049,2301,80,300,300,39.71,412,412,379,0.008,0.008,0.01,709,1475
Fukuzawa et al. (1988),1049,2301,80,300,300,33.63,412,412,379,0.016,0.016,0.014,710,1677
Fukuzawa et al. (1988),1049,2301,80,300,300,34.62,412,412,374,0.02,0.02,0.018,718,1823
Fukuzawa et al. (1988),1049,2301,80,300,300,31.77,412,412,379,0.012,0.012,0.01,1423,1515
Fukuzawa et al. (1988),650,2301,80,300,300,33.05,412,412,379,0.012,0.012,0.01,710,1617
Saito et al. (1989),1450,2301,80,300,300,33.44,412,412,379,0.012,0.012,0.01,718,1343
Saito et al. (1989),749,2121,120,120,500,35.2,369,369,369,0.013,0.013,0.048,706,2657
Saito et al. (1989),749,2121,120,120,500,38.15,369,369,369,0.009,0.009,0.048,698,2511
Saito et al. (1989),749,2121,120,120,500,35.79,369,369,369,0.017,0.017,0.048,713,2511
Saito et al. (1989),749,2121,120,120,500,35.79,369,369,369,0.013,0.013,0.048,350,2481
Saito et al. (1989),749,2121,120,120,500,40.4,369,369,369,0.013,0.013,0.048,706,2668
Saito et al. (1989),1750,2121,120,120,500,33.14,369,369,369,0.013,0.013,0.048,701,1755
Saito et al. (1989),1750,2121,120,120,500,33.93,369,369,369,0.013,0.013,0.048,355,1648
Saito et al. (1989),749,2121,150,120,500,24.81,369,369,369,0.011,0.011,0.048,830,2187
Sato et al. (1989),1750,2121,150,120,500,25.89,369,369,369,0.011,0.011,0.048,830,1814
Sato et al. (1989),2200,2149,150,150,1000,43.1,422,422,422,0.005,0.005,0.023,1155,2250
Sato et al. (1989),1400,2149,150,150,1000,38,296,296,296,0.008,0.008,0.008,1155,1680
Sato et al. (1989),1400,2149,150,150,1000,35.8,422,422,422,0.006,0.006,0.006,1155,1740
Sato et al. (1989),1400,2149,150,150,1000,35,528,528,528,0.005,0.005,0.005,1155,1740
Sato et al. (1989),1001,2149,150,150,1000,40.1,296,296,296,0.008,0.008,0.008,1155,2100
Sato et al. (1989),1001,2149,150,150,1000,41,422,422,422,0.006,0.006,0.006,1155,2190
Sato et al. (1989),2200,2149,150,150,1000,36.3,296,296,296,0.012,0.012,0.058,1155,2490
Sato et al. (1989),2200,2149,150,150,1000,34.4,422,422,422,0.009,0.009,0.045,1155,2490
Sato et al. (1989),2200,2149,150,150,1000,37.2,528,528,528,0.007,0.007,0.036,1155,2430
Sato et al. (1989),1400,2149,150,150,1000,24.5,296,296,296,0.012,0.012,0.012,1155,1800
Sato et al. (1989),1400,2149,150,150,1000,27.8,422,422,422,0.009,0.009,0.009,1155,1830
Sato et al. (1989),1400,2149,150,150,1000,39.3,296,296,296,0.012,0.012,0.012,1155,1890
Sato et al. (1989),1400,2149,150,150,1000,38.8,422,422,422,0.009,0.009,0.009,1155,2040
Sato et al. (1989),1400,2149,150,150,1000,37.5,528,528,528,0.007,0.007,0.007,1155,1980
Sato et al. (1989),1001,2149,150,150,1000,33.4,296,296,296,0.012,0.012,0.012,1155,2250
Sato et al. (1989),1001,2149,150,150,1000,34.6,422,422,422,0.009,0.009,0.009,1155,2370
Sato et al. (1989),1400,2149,150,150,1000,27.4,296,296,296,0.016,0.016,0.016,1155,1980
Sato et al. (1989),1400,2149,150,150,1000,27.5,422,422,422,0.012,0.012,0.012,1155,2040
Sato et al. (1989),1400,2149,150,150,1000,28,528,528,528,0.01,0.01,0.01,1155,2040
Sato et al. (1989),1400,2149,150,150,1000,41.8,296,296,296,0.016,0.016,0.016,1155,2280
Sato et al. (1989),1400,2149,150,150,1000,43.1,422,422,422,0.012,0.012,0.012,1155,2340
Mo and Chan (1996),500,861,70,80,170,29.5,443,443,443,0.008,0.007,0.021,0,255
Mo and Chan (1996),500,861,70,80,170,29.5,443,443,443,0.008,0.007,0.021,0,204
Mo and Chan (1996),500,861,70,80,170,31,443,443,443,0.008,0.007,0.021,0,205
Mo and Chan (1996),500,861,70,80,170,30.7,443,443,443,0.008,0.006,0.021,0,246
Mo and Chan (1996),500,861,70,80,170,30.2,443,443,443,0.008,0.006,0.021,0,200
Mo and Chan (1996),500,861,70,80,170,30.2,443,443,443,0.008,0.006,0.021,0,210
Mo and Chan (1996),500,861,70,80,170,39.3,443,443,443,0.008,0.006,0.021,0,219
Mo and Chan (1996),500,861,70,80,170,37,443,443,443,0.008,0.006,0.021,0,205
Jiang (1999),500,861,70,80,170,34.5,443,443,443,0.008,0.006,0.021,0,210
Jiang (1999),933,827,67,67,95,19.1,325,325,297,0.01,0.01,0.031,200,400
Jiang (1999),933,827,67,67,95,19.1,325,325,297,0.01,0.01,0.031,400,488
Jiang (1999),933,827,67,67,95,16.6,325,325,297,0.01,0.01,0.031,200,381
Jiang (1999),933,827,67,67,95,16.6,325,325,297,0.01,0.01,0.031,400,469
Jiang (1999),933,827,67,67,95,16.2,325,325,297,0.01,0.01,0.031,200,394
Palermo and Vecchio (2002),2019,3076,75,95,3045,21.7,605,605,605,0.008,0.008,0.004,940,1277
Farvashany et al. (2008),2019,3086,75,100,3045,18.8,605,605,605,0.008,0.008,0.004,260,891
Farvashany et al. (2008),1100,879,75,90,375,104,550,402,444,0.005,0.013,0.04,540,845
Farvashany et al. (2008),1100,879,75,90,375,93,550,402,444,0.005,0.013,0.04,954,625
Farvashany et al. (2008),1100,879,75,90,375,86,550,402,444,0.005,0.008,0.04,953,866
Farvashany et al. (2008),1100,879,75,90,375,91,550,402,444,0.005,0.008,0.04,2365,801
Farvashany et al. (2008),1100,879,75,90,375,84,550,402,444,0.008,0.013,0.04,955,745
Farvashany et al. (2008),1100,879,75,90,375,90,550,402,444,0.008,0.013,0.04,550,800
Farvashany et al. (2008),1100,879,75,90,375,102,550,402,444,0.008,0.008,0.04,952,845
Massone and Melo (2018),750,2250,80,250,250,26,624,624,359,0.00474,0.00493,0.00811,370,654
Massone and Melo (2018),750,2250,80,250,250,24.6,624,624,359,0.00135,0.0016,0.00811,368,559
Massone and Melo (2018),750,2250,80,250,250,26,624,624,359,0.00135,0.0016,0.00811,370,525
Massone and Melo (2018),750,2250,50,250,250,24.6,624,624,359,0.00217,0.00255,0.00811,368,467
Massone and Melo (2018),625,600,30,100,100,23.5,293,293,209,0.00213,0.00231,0.02512,0,49
Massone and Melo (2018),625,600,30,100,100,27.2,293,293,209,0.00213,0.00231,0.02512,29,66
Massone and Melo (2018),625,600,30,100,100,26.9,293,293,209,0.00213,0.00231,0.02512,63,76
Massone and Melo (2018),625,600,30,100,100,25.7,293,293,209,0.00213,0.00231,0.02512,125,86
Massone and Melo (2018),575,600,30,100,100,18.6,262,262,213,0.00239,0.00238,0.02524,0,34
Massone and Melo (2018),575,600,30,100,100,18.6,262,262,213,0.0024,0.00238,0.02524,0,37
Massone and Melo (2018),625,600,30,100,100,29.9,293,293,209,0.00213,0.00231,0.02524,63,59
Massone and Melo (2018),625,600,30,100,150,25.2,476,476,276,0.00201,0.00209,0.02719,0,73
Massone and Melo (2018),625,600,30,100,150,28.3,476,476,221,0.00201,0.00209,0.02612,41,69
Massone and Melo (2018),625,600,30,100,150,28,476,476,221,0.00201,0.00209,0.02612,82,78
Massone and Melo (2018),625,600,30,100,150,29,476,476,221,0.00201,0.00209,0.02612,124,102
Massone and Melo (2018),1200,2300,75,250,250,23.2,335,335,468,0.00188,0.00188,0.0255,0,966
Massone and Melo (2018),1200,2300,80,250,250,33,335,335,468,0.00177,0.00177,0.0255,0,932
Massone and Melo (2018),1200,1550,80,250,250,17.4,485,485,468,0.00177,0.00168,0.0255,0,608
Massone and Melo (2018),150,430,30,30,150,16.9,383,383,383,0.00411,0.0036,0.0068,0,17
Massone and Melo (2018),150,430,30,30,150,16.1,383,383,383,0.00411,0.0036,0.0068,0,21
Massone and Melo (2018),355,430,23,30,145,14.2,0,0,407,0,0,0.0152,0,18
Massone and Melo (2018),355,430,24,30,145,14.2,0,0,407,0,0,0.0152,0,16
Massone and Melo (2018),200,420,20,60,60,13.7,0,0,343,0,0,0.0179,0,37
Massone and Melo (2018),200,420,20,60,60,19.1,0,0,335,0,0,0.0318,0,37
Massone and Melo (2018),200,420,20,60,60,18,0,0,335,0,0,0.0318,0,37
Massone and Melo (2018),200,420,20,60,60,16.7,0,0,294,0,0,0.0462,0,35
Massone and Melo (2018),200,420,20,60,60,15.2,0,0,294,0,0,0.0462,0,34
Massone and Melo (2018),200,420,20,60,60,15.2,0,0,294,0,0,0.0462,0,32
Massone and Melo (2018),200,420,20,60,60,29.4,373,373,294,0.00258,0.00257,0.0308,0,45
Massone and Melo (2018),1200,2300,83,250,250,25.2,461,461,419,0.00074,0.00074,0.0254,0,804
Massone and Melo (2018),1600,1700,160,170,160,17.3,419,407,419,0.00263,0.00505,0.0568,0,809
Massone and Melo (2018),1600,1700,160,170,160,20.8,419,407,377,0.00263,0.00505,0.0568,532,726
Massone and Melo (2018),1600,1700,160,170,160,14.7,415,407,382,0.01083,0.00505,0.0251,532,706
Massone and Melo (2018),1600,1700,160,170,160,18.3,415,407,382,0.01083,0.00505,0.0251,533,760
Massone and Melo (2018),1600,850,160,85,160,17.8,422,407,380,0.00568,0.00404,0.0991,266,333
Massone and Melo (2018),1600,850,160,85,160,23.2,415,407,378,0.01083,0.00404,0.0844,268,368
Massone and Melo (2018),300,420,20,60,40,63.4,0,0,316,0,0,0.0701,0,39
Massone and Melo (2018),300,420,40,42,40,63.4,0,0,316,0,0,0.1002,0,50
Massone and Melo (2018),450,570,20,60,60,32.1,0,0,368,0,0,0.047,0,51
Massone and Melo (2018),450,570,30,60,60,32.2,0,0,368,0,0,0.047,0,39
Massone and Melo (2018),450,570,40,60,60,33.3,0,0,368,0,0,0.047,0,59
Massone and Melo (2018),450,570,10,60,60,31.9,284,284,368,0.03667,0.03667,0.047,0,46
Massone and Melo (2018),450,570,20,60,60,34.3,284,284,368,0.01833,0.01833,0.047,0,63
Massone and Melo (2018),450,570,20,60,60,30.1,284,284,368,0.01833,0.01833,0.047,0,75
Massone and Melo (2018),450,570,20,60,60,34.9,284,284,368,0.01833,0.01833,0.047,0,63
Massone and Melo (2018),450,570,30,60,60,35.6,284,284,368,0.01222,0.01222,0.047,0,94
Massone and Melo (2018),450,570,30,60,60,34.3,284,284,368,0.01222,0.01222,0.047,0,90
Massone and Melo (2018),450,570,30,60,60,33.8,284,284,368,0.01222,0.01222,0.047,0,86
Massone and Melo (2018),450,570,40,60,60,32.9,284,284,368,0.00917,0.00917,0.047,0,98
Massone and Melo (2018),450,570,40,60,60,35.3,284,284,368,0.00917,0.00917,0.047,0,97
Massone and Melo (2018),450,570,40,60,60,35.8,284,284,368,0.00917,0.00917,0.047,0,102
Massone and Melo (2018),450,570,10,60,60,45.8,294,294,293,0.01833,0.01833,0.047,0,43
Massone and Melo (2018),450,570,10,60,60,43.4,294,294,293,0.01833,0.01833,0.047,0,44
Massone and Melo (2018),450,570,20,60,60,43,294,294,293,0.01833,0.01833,0.047,0,69
Massone and Melo (2018),450,570,20,60,60,48.7,294,294,293,0.01833,0.01833,0.047,0,71
Massone and Melo (2018),450,570,30,60,60,40,294,294,293,0.01222,0.01222,0.047,0,71
Massone and Melo (2018),450,570,30,60,60,46.1,294,294,293,0.01222,0.01222,0.047,0,76
Massone and Melo (2018),450,570,40,60,60,45.3,294,294,293,0.00917,0.00917,0.047,0,78
Massone and Melo (2018),450,570,40,60,60,42.6,294,294,293,0.00917,0.00917,0.047,0,77
Massone and Melo (2018),450,570,10,60,60,46.3,294,294,293,0.02444,0.02444,0.047,0,55
Massone and Melo (2018),450,570,10,60,60,46.9,294,294,293,0.02444,0.02444,0.047,0,57
Massone and Melo (2018),450,570,10,60,60,45.6,294,294,293,0.02444,0.02444,0.047,0,58
Massone and Melo (2018),450,570,20,60,60,43.7,324,324,293,0.02444,0.02444,0.047,0,82
Massone and Melo (2018),450,570,20,60,60,43.9,324,324,293,0.02444,0.02444,0.047,0,76
Massone and Melo (2018),450,570,20,60,60,45.1,324,324,293,0.02444,0.02444,0.047,0,80
Massone and Melo (2018),450,570,30,60,60,45.4,324,324,293,0.0163,0.0163,0.047,0,75
Massone and Melo (2018),450,570,30,60,60,43.1,324,324,293,0.0163,0.0163,0.047,0,84
Massone and Melo (2018),450,570,30,60,60,44.4,324,324,293,0.0163,0.0163,0.047,0,85
Massone and Melo (2018),450,570,40,60,60,43.8,324,324,293,0.01222,0.01222,0.047,0,86
Massone and Melo (2018),450,570,40,60,60,43.1,324,324,293,0.01222,0.01222,0.047,0,78
Massone and Melo (2018),450,570,40,60,60,40.8,324,324,293,0.01222,0.01222,0.047,0,92
Massone and Melo (2018),813,507,67,120,107,30.2,296,296,261,0.01891,0.01966,0.0396,0,101
Massone and Melo (2018),813,507,67,120,107,31.4,296,296,302,0.01891,0.01966,0.0826,0,162
Massone and Melo (2018),813,507,67,120,107,29.9,296,296,261,0.02583,0.02528,0.0396,0,109
Massone and Melo (2018),813,507,67,120,107,32.2,296,296,302,0.02583,0.02528,0.0827,0,175
Massone and Melo (2018),813,507,67,120,107,29.7,296,296,261,0.01894,0.01966,0.0396,0,195
Massone and Melo (2018),813,507,67,120,107,28.6,296,296,302,0.01894,0.01966,0.0826,0,184
Massone and Melo (2018),840,1000,40,80,80,15.8,237,237,286,0.00331,0.00331,0.0083,0,45
Massone and Melo (2018),840,1000,40,80,80,15.8,335,335,286,0.00457,0.00457,0.0083,0,51
Massone and Melo (2018),840,1000,30,80,80,12.3,433,433,294,0.00442,0.00442,0.0375,0,75
Massone and Melo (2018),840,1000,30,80,80,12.3,531,531,294,0.0061,0.0061,0.0375,0,71
Massone and Melo (2018),1440,3960,120,360,360,20.9,397,397,397,0.00742,0.0077,0.0177,1152,2305
Massone and Melo (2018),700,900,100,100,100,30,224,224,297,0.00097,0.00097,0.0503,0,249
Massone and Melo (2018),700,900,100,100,100,28.6,224,224,297,0.00097,0.00097,0.0503,0,200
Massone and Melo (2018),800,800,60,80,60,23.5,434,434,333,0.00233,0.00219,0.0529,0,102
Massone and Melo (2018),800,800,60,80,60,23.5,434,434,343,0.00817,0.00729,0.0588,0,147
Massone and Melo (2018),800,800,60,80,60,23.5,434,434,343,0.00408,0.00438,0.0829,0,135
Massone and Melo (2018),800,800,60,80,60,23.5,434,434,345,0.00817,0.00729,0.0888,0,159
Massone and Melo (2018),800,800,60,80,60,23.5,434,434,345,0.01167,0.01167,0.0888,0,175
Massone and Melo (2018),800,1600,60,160,60,25.5,434,434,333,0.00233,0.00219,0.0265,0,199
Massone and Melo (2018),800,1600,60,160,60,25.5,434,434,345,0.00408,0.00365,0.0444,0,319
Massone and Melo (2018),2000,1000,120,100,120,19.37,392,392,383,0.00131,0.00251,0.085,0,198
Massone and Melo (2018),2000,1000,120,100,120,19.56,402,402,383,0.00246,0.00251,0.085,0,270
Massone and Melo (2018),2000,1000,120,100,120,19.54,402,402,383,0.00381,0.00251,0.10583,0,324
Massone and Melo (2018),1800,1300,100,130,100,24.22,431,0,483,0.0025,0,0.08538,0,333
Massone and Melo (2018),475,1325,40,125,125,35.6,286,286,330,0.00312,0.00233,0.0202,0,373
Massone and Melo (2018),475,1325,40,125,125,30.4,286,286,330,0.00467,0.00467,0.0202,0,370
Massone and Melo (2018),475,1325,40,125,125,31.5,286,286,330,0.01091,0.00934,0.0202,0,438
Massone and Melo (2018),475,1325,30,125,125,32.8,286,286,330,0.00623,0.00622,0.0202,0,276
Massone and Melo (2018),475,1325,20,125,125,30.1,286,286,330,0.00623,0.00467,0.0202,0,211
Massone and Melo (2018),475,1325,20,125,125,33.7,286,286,330,0.00935,0.00934,0.0202,0,213
Massone and Melo (2018),1000,2000,100,200,100,24.82,425,434,434,0.0025,0.008,0.008,15,574
Massone and Melo (2018),500,2000,100,200,100,22.06,425,434,434,0.0025,0.008,0.008,9,681
Massone and Melo (2018),1500,2000,100,200,100,44.99,450,450,450,0.008,0.008,0.008,0,381
Massone and Melo (2018),1500,1500,100,150,100,44.99,450,450,450,0.008,0.008,0.008,0,225
Massone and Melo (2018),500,2000,100,200,100,34.99,248,480,480,0.0039,0.008,0.008,0,909
Massone and Melo (2018),1000,2000,100,200,100,34.99,480,480,480,0.008,0.008,0.008,0,530
Massone and Melo (2018),1000,2000,100,200,100,32.99,480,480,480,0.008,0.008,0.008,0,420
Massone and Melo (2018),1000,2000,100,200,100,26.99,480,480,480,0.012,0.008,0.008,0,587
Massone and Melo (2018),1016,1803,50.8,127,190.5,21.79,271,271,324,0.0025,0.0025,0.0209,2,360
Massone and Melo (2018),1016,1803,50.8,127,190.5,23.17,271,271,305,0.0025,0.0025,0.0472,2,454
Massone and Melo (2018),1016,1803,50.8,127,190.5,18.41,393,393,297,0.005,0.005,0.0209,5,414
